src,dst,timestamp,date
605,830,2004-05-08 10:23:54,2004-05-08
400,776,2004-05-08 10:24:48,2004-05-08
260,283,2004-05-08 10:25:19,2004-05-08
400,396,2004-05-08 10:25:31,2004-05-08
260,688,2004-05-08 10:26:10,2004-05-08
830,605,2004-05-08 10:26:46,2004-05-08
400,596,2004-05-08 10:27:06,2004-05-08
260,250,2004-05-08 10:27:07,2004-05-08
605,830,2004-05-08 10:27:41,2004-05-08
260,338,2004-05-08 10:27:53,2004-05-08
617,640,2004-05-08 10:28:08,2004-05-08
400,886,2004-05-08 10:28:22,2004-05-08
830,605,2004-05-08 10:28:36,2004-05-08
48,683,2004-05-08 10:30:08,2004-05-08
605,830,2004-05-08 10:30:17,2004-05-08
885,798,2004-05-08 10:30:22,2004-05-08
242,389,2004-05-08 10:30:55,2004-05-08
400,676,2004-05-08 10:31:03,2004-05-08
830,605,2004-05-08 10:31:14,2004-05-08
400,168,2004-05-08 10:31:25,2004-05-08
885,576,2004-05-08 10:31:42,2004-05-08
605,830,2004-05-08 10:33:11,2004-05-08
400,835,2004-05-08 10:33:53,2004-05-08
830,605,2004-05-08 10:34:03,2004-05-08
563,409,2004-05-08 10:34:23,2004-05-08
605,830,2004-05-08 10:35:07,2004-05-08
175,640,2004-05-08 10:35:33,2004-05-08
770,454,2004-05-08 10:37:32,2004-05-08
88,323,2004-05-08 10:38:12,2004-05-08
400,371,2004-05-08 10:38:55,2004-05-08
400,544,2004-05-08 10:41:19,2004-05-08
400,123,2004-05-08 10:42:42,2004-05-08
48,713,2004-05-08 10:42:53,2004-05-08
400,887,2004-05-08 10:42:57,2004-05-08
687,463,2004-05-08 10:43:16,2004-05-08
400,166,2004-05-08 10:44:02,2004-05-08
370,765,2004-05-08 10:44:06,2004-05-08
400,166,2004-05-08 10:44:07,2004-05-08
400,166,2004-05-08 10:44:11,2004-05-08
400,81,2004-05-08 10:45:00,2004-05-08
400,592,2004-05-08 10:45:15,2004-05-08
400,59,2004-05-08 10:45:49,2004-05-08
400,439,2004-05-08 10:46:23,2004-05-08
400,882,2004-05-08 10:46:58,2004-05-08
400,76,2004-05-08 10:47:41,2004-05-08
400,376,2004-05-08 10:48:15,2004-05-08
834,323,2004-05-08 10:48:28,2004-05-08
400,564,2004-05-08 10:49:01,2004-05-08
371,400,2004-05-08 10:49:21,2004-05-08
400,265,2004-05-08 10:49:24,2004-05-08
252,598,2004-05-08 10:49:29,2004-05-08
400,853,2004-05-08 10:50:06,2004-05-08
400,452,2004-05-08 10:50:25,2004-05-08
400,13,2004-05-08 10:50:40,2004-05-08
400,888,2004-05-08 10:50:57,2004-05-08
181,454,2004-05-08 10:51:44,2004-05-08
400,831,2004-05-08 10:51:52,2004-05-08
400,101,2004-05-08 10:52:37,2004-05-08
338,319,2004-05-08 10:52:38,2004-05-08
9,569,2004-05-08 10:52:41,2004-05-08
400,420,2004-05-08 10:52:54,2004-05-08
9,569,2004-05-08 10:52:54,2004-05-08
317,605,2004-05-08 10:53:04,2004-05-08
400,866,2004-05-08 10:53:10,2004-05-08
9,260,2004-05-08 10:53:19,2004-05-08
400,20,2004-05-08 10:53:23,2004-05-08
9,626,2004-05-08 10:53:31,2004-05-08
400,360,2004-05-08 10:53:35,2004-05-08
9,313,2004-05-08 10:53:48,2004-05-08
400,889,2004-05-08 10:53:48,2004-05-08
9,753,2004-05-08 10:53:54,2004-05-08
400,868,2004-05-08 10:54:06,2004-05-08
400,108,2004-05-08 10:54:22,2004-05-08
400,386,2004-05-08 10:55:14,2004-05-08
242,297,2004-05-08 10:55:22,2004-05-08
400,154,2004-05-08 10:56:30,2004-05-08
400,572,2004-05-08 10:56:44,2004-05-08
400,538,2004-05-08 10:57:18,2004-05-08
400,419,2004-05-08 10:58:28,2004-05-08
640,885,2004-05-08 10:59:20,2004-05-08
103,260,2004-05-08 10:59:42,2004-05-08
400,114,2004-05-08 11:00:37,2004-05-08
400,708,2004-05-08 11:01:48,2004-05-08
400,517,2004-05-08 11:03:02,2004-05-08
400,499,2004-05-08 11:03:17,2004-05-08
297,242,2004-05-08 11:03:39,2004-05-08
400,802,2004-05-08 11:05:06,2004-05-08
400,890,2004-05-08 11:05:27,2004-05-08
400,459,2004-05-08 11:05:37,2004-05-08
400,512,2004-05-08 11:05:57,2004-05-08
400,891,2004-05-08 11:06:45,2004-05-08
400,315,2004-05-08 11:10:32,2004-05-08
400,892,2004-05-08 11:11:35,2004-05-08
400,799,2004-05-08 11:12:05,2004-05-08
400,799,2004-05-08 11:12:18,2004-05-08
204,181,2004-05-08 11:12:51,2004-05-08
204,830,2004-05-08 11:13:25,2004-05-08
400,893,2004-05-08 11:13:29,2004-05-08
400,444,2004-05-08 11:13:42,2004-05-08
400,64,2004-05-08 11:15:51,2004-05-08
400,894,2004-05-08 11:16:07,2004-05-08
400,894,2004-05-08 11:16:28,2004-05-08
400,895,2004-05-08 11:16:53,2004-05-08
400,895,2004-05-08 11:17:19,2004-05-08
400,895,2004-05-08 11:17:25,2004-05-08
853,400,2004-05-08 11:17:56,2004-05-08
400,816,2004-05-08 11:19:02,2004-05-08
400,840,2004-05-08 11:20:31,2004-05-08
400,464,2004-05-08 11:20:50,2004-05-08
400,464,2004-05-08 11:21:05,2004-05-08
194,516,2004-05-08 11:23:22,2004-05-08
400,460,2004-05-08 11:24:31,2004-05-08
400,600,2004-05-08 11:24:48,2004-05-08
400,675,2004-05-08 11:25:01,2004-05-08
400,382,2004-05-08 11:25:16,2004-05-08
400,896,2004-05-08 11:25:30,2004-05-08
400,862,2004-05-08 11:28:38,2004-05-08
400,165,2004-05-08 11:28:54,2004-05-08
400,527,2004-05-08 11:29:19,2004-05-08
400,897,2004-05-08 11:29:37,2004-05-08
400,673,2004-05-08 11:29:56,2004-05-08
194,449,2004-05-08 11:30:10,2004-05-08
400,898,2004-05-08 11:30:10,2004-05-08
400,11,2004-05-08 11:30:22,2004-05-08
400,852,2004-05-08 11:30:40,2004-05-08
400,158,2004-05-08 11:30:57,2004-05-08
72,857,2004-05-08 11:31:26,2004-05-08
400,743,2004-05-08 11:31:53,2004-05-08
400,899,2004-05-08 11:32:10,2004-05-08
400,391,2004-05-08 11:32:35,2004-05-08
242,297,2004-05-08 11:32:38,2004-05-08
400,523,2004-05-08 11:33:03,2004-05-08
194,234,2004-05-08 11:33:04,2004-05-08
598,194,2004-05-08 11:33:05,2004-05-08
400,701,2004-05-08 11:34:15,2004-05-08
400,819,2004-05-08 11:34:47,2004-05-08
400,443,2004-05-08 11:35:05,2004-05-08
546,583,2004-05-08 11:35:11,2004-05-08
492,712,2004-05-08 11:35:29,2004-05-08
400,97,2004-05-08 11:35:59,2004-05-08
400,519,2004-05-08 11:36:30,2004-05-08
546,297,2004-05-08 11:36:47,2004-05-08
400,528,2004-05-08 11:36:54,2004-05-08
492,712,2004-05-08 11:37:39,2004-05-08
400,711,2004-05-08 11:38:04,2004-05-08
400,900,2004-05-08 11:38:40,2004-05-08
400,901,2004-05-08 11:39:00,2004-05-08
546,199,2004-05-08 11:39:15,2004-05-08
400,788,2004-05-08 11:39:30,2004-05-08
400,85,2004-05-08 11:40:01,2004-05-08
400,735,2004-05-08 11:40:19,2004-05-08
834,343,2004-05-08 11:40:22,2004-05-08
400,39,2004-05-08 11:40:35,2004-05-08
234,194,2004-05-08 11:40:43,2004-05-08
400,721,2004-05-08 11:40:46,2004-05-08
712,719,2004-05-08 11:40:56,2004-05-08
400,294,2004-05-08 11:41:11,2004-05-08
400,902,2004-05-08 11:41:22,2004-05-08
492,712,2004-05-08 11:41:24,2004-05-08
834,168,2004-05-08 11:41:32,2004-05-08
492,712,2004-05-08 11:41:56,2004-05-08
834,771,2004-05-08 11:41:57,2004-05-08
400,798,2004-05-08 11:42:06,2004-05-08
642,323,2004-05-08 11:43:17,2004-05-08
546,835,2004-05-08 11:43:28,2004-05-08
834,513,2004-05-08 11:43:52,2004-05-08
400,825,2004-05-08 11:44:39,2004-05-08
492,712,2004-05-08 11:44:53,2004-05-08
400,15,2004-05-08 11:45:09,2004-05-08
712,753,2004-05-08 11:45:10,2004-05-08
546,853,2004-05-08 11:45:26,2004-05-08
834,297,2004-05-08 11:45:26,2004-05-08
492,712,2004-05-08 11:45:43,2004-05-08
400,358,2004-05-08 11:45:50,2004-05-08
495,41,2004-05-08 11:46:02,2004-05-08
400,284,2004-05-08 11:46:03,2004-05-08
400,841,2004-05-08 11:46:16,2004-05-08
903,792,2004-05-08 11:46:28,2004-05-08
400,2,2004-05-08 11:46:29,2004-05-08
400,904,2004-05-08 11:47:05,2004-05-08
400,411,2004-05-08 11:47:22,2004-05-08
400,747,2004-05-08 11:47:42,2004-05-08
834,712,2004-05-08 11:47:46,2004-05-08
492,712,2004-05-08 11:48:03,2004-05-08
400,905,2004-05-08 11:48:15,2004-05-08
400,476,2004-05-08 11:48:30,2004-05-08
712,834,2004-05-08 11:48:49,2004-05-08
400,570,2004-05-08 11:48:59,2004-05-08
400,734,2004-05-08 11:49:13,2004-05-08
400,299,2004-05-08 11:49:40,2004-05-08
834,712,2004-05-08 11:50:47,2004-05-08
834,712,2004-05-08 11:51:10,2004-05-08
546,853,2004-05-08 11:51:46,2004-05-08
400,587,2004-05-08 11:51:58,2004-05-08
853,906,2004-05-08 11:52:11,2004-05-08
400,135,2004-05-08 11:52:29,2004-05-08
400,817,2004-05-08 11:53:50,2004-05-08
400,844,2004-05-08 11:54:21,2004-05-08
712,492,2004-05-08 11:54:32,2004-05-08
400,304,2004-05-08 11:54:33,2004-05-08
400,584,2004-05-08 11:54:49,2004-05-08
400,601,2004-05-08 11:55:08,2004-05-08
400,251,2004-05-08 11:55:21,2004-05-08
400,907,2004-05-08 11:55:36,2004-05-08
651,765,2004-05-08 11:55:54,2004-05-08
400,109,2004-05-08 11:56:25,2004-05-08
400,682,2004-05-08 11:56:41,2004-05-08
546,598,2004-05-08 11:56:52,2004-05-08
400,495,2004-05-08 11:57:32,2004-05-08
400,152,2004-05-08 11:57:44,2004-05-08
546,853,2004-05-08 11:58:03,2004-05-08
400,70,2004-05-08 11:58:51,2004-05-08
400,832,2004-05-08 11:59:11,2004-05-08
400,436,2004-05-08 11:59:23,2004-05-08
400,324,2004-05-08 11:59:42,2004-05-08
400,173,2004-05-08 12:01:04,2004-05-08
495,400,2004-05-08 12:01:30,2004-05-08
400,311,2004-05-08 12:01:42,2004-05-08
400,566,2004-05-08 12:02:00,2004-05-08
400,556,2004-05-08 12:02:18,2004-05-08
400,151,2004-05-08 12:02:45,2004-05-08
492,784,2004-05-08 12:02:56,2004-05-08
400,707,2004-05-08 12:04:35,2004-05-08
781,296,2004-05-08 12:04:42,2004-05-08
400,773,2004-05-08 12:04:54,2004-05-08
400,541,2004-05-08 12:05:27,2004-05-08
194,598,2004-05-08 12:06:16,2004-05-08
400,908,2004-05-08 12:06:41,2004-05-08
400,449,2004-05-08 12:07:14,2004-05-08
400,823,2004-05-08 12:08:01,2004-05-08
400,909,2004-05-08 12:08:41,2004-05-08
400,543,2004-05-08 12:09:22,2004-05-08
400,910,2004-05-08 12:09:50,2004-05-08
400,766,2004-05-08 12:10:44,2004-05-08
400,451,2004-05-08 12:11:26,2004-05-08
400,579,2004-05-08 12:11:42,2004-05-08
400,613,2004-05-08 12:11:51,2004-05-08
400,911,2004-05-08 12:12:00,2004-05-08
67,901,2004-05-08 12:12:05,2004-05-08
400,698,2004-05-08 12:12:15,2004-05-08
400,513,2004-05-08 12:14:02,2004-05-08
400,402,2004-05-08 12:14:23,2004-05-08
492,835,2004-05-08 12:15:08,2004-05-08
400,463,2004-05-08 12:15:09,2004-05-08
12,32,2004-05-08 12:15:16,2004-05-08
400,149,2004-05-08 12:15:21,2004-05-08
400,583,2004-05-08 12:16:06,2004-05-08
400,864,2004-05-08 12:16:28,2004-05-08
400,371,2004-05-08 12:19:23,2004-05-08
765,651,2004-05-08 12:19:34,2004-05-08
629,128,2004-05-08 12:24:18,2004-05-08
400,495,2004-05-08 12:24:32,2004-05-08
765,883,2004-05-08 12:26:18,2004-05-08
809,340,2004-05-08 12:28:53,2004-05-08
809,400,2004-05-08 12:31:44,2004-05-08
755,194,2004-05-08 12:34:13,2004-05-08
495,400,2004-05-08 12:39:12,2004-05-08
12,101,2004-05-08 12:41:55,2004-05-08
809,912,2004-05-08 12:42:03,2004-05-08
809,913,2004-05-08 12:45:02,2004-05-08
400,495,2004-05-08 12:48:54,2004-05-08
400,841,2004-05-08 12:49:31,2004-05-08
835,9,2004-05-08 12:54:17,2004-05-08
835,303,2004-05-08 12:57:12,2004-05-08
492,712,2004-05-08 12:58:15,2004-05-08
835,400,2004-05-08 13:01:09,2004-05-08
835,752,2004-05-08 13:15:42,2004-05-08
835,492,2004-05-08 13:18:06,2004-05-08
189,712,2004-05-08 13:34:53,2004-05-08
73,605,2004-05-08 13:35:24,2004-05-08
901,67,2004-05-08 14:01:34,2004-05-08
901,400,2004-05-08 14:02:34,2004-05-08
843,777,2004-05-08 14:04:12,2004-05-08
843,575,2004-05-08 14:08:59,2004-05-08
713,41,2004-05-08 16:24:14,2004-05-08
713,586,2004-05-08 16:25:38,2004-05-08
638,642,2004-05-08 17:34:13,2004-05-08
638,884,2004-05-08 17:34:29,2004-05-08
704,605,2004-05-08 17:53:12,2004-05-08
874,254,2004-05-08 18:07:33,2004-05-08
712,189,2004-05-08 18:08:11,2004-05-08
712,492,2004-05-08 18:09:57,2004-05-08
734,400,2004-05-08 18:11:29,2004-05-08
536,882,2004-05-08 18:17:53,2004-05-08
708,492,2004-05-08 18:18:40,2004-05-08
536,250,2004-05-08 18:19:09,2004-05-08
708,770,2004-05-08 18:19:41,2004-05-08
823,242,2004-05-08 18:20:06,2004-05-08
823,869,2004-05-08 18:20:30,2004-05-08
708,473,2004-05-08 18:21:04,2004-05-08
41,495,2004-05-08 18:21:50,2004-05-08
41,901,2004-05-08 18:30:55,2004-05-08
700,400,2004-05-08 18:44:05,2004-05-08
297,242,2004-05-08 18:57:55,2004-05-08
297,834,2004-05-08 19:00:55,2004-05-08
176,297,2004-05-08 19:04:40,2004-05-08
678,297,2004-05-08 19:10:56,2004-05-08
297,678,2004-05-08 19:12:22,2004-05-08
583,400,2004-05-08 19:15:16,2004-05-08
194,913,2004-05-08 19:16:15,2004-05-08
523,724,2004-05-08 19:30:16,2004-05-08
799,400,2004-05-08 19:30:20,2004-05-08
249,861,2004-05-08 19:31:59,2004-05-08
168,400,2004-05-08 19:34:06,2004-05-08
168,834,2004-05-08 19:34:50,2004-05-08
431,323,2004-05-08 19:36:37,2004-05-08
598,252,2004-05-08 19:38:52,2004-05-08
598,830,2004-05-08 19:39:14,2004-05-08
598,342,2004-05-08 19:40:32,2004-05-08
598,469,2004-05-08 19:41:03,2004-05-08
598,687,2004-05-08 19:41:34,2004-05-08
598,68,2004-05-08 19:43:00,2004-05-08
598,194,2004-05-08 19:43:53,2004-05-08
484,770,2004-05-08 19:44:49,2004-05-08
484,400,2004-05-08 19:46:07,2004-05-08
400,734,2004-05-08 19:48:03,2004-05-08
70,400,2004-05-08 19:48:14,2004-05-08
19,525,2004-05-08 19:49:13,2004-05-08
400,799,2004-05-08 19:52:00,2004-05-08
400,168,2004-05-08 19:52:47,2004-05-08
303,835,2004-05-08 19:54:37,2004-05-08
400,70,2004-05-08 19:56:41,2004-05-08
884,913,2004-05-08 19:59:59,2004-05-08
194,173,2004-05-08 20:00:40,2004-05-08
363,713,2004-05-08 20:09:50,2004-05-08
468,830,2004-05-08 20:32:30,2004-05-08
199,598,2004-05-08 20:33:59,2004-05-08
260,9,2004-05-08 20:34:09,2004-05-08
770,708,2004-05-08 20:35:25,2004-05-08
173,400,2004-05-08 20:37:31,2004-05-08
468,914,2004-05-08 20:38:24,2004-05-08
400,173,2004-05-08 20:44:44,2004-05-08
173,749,2004-05-08 20:44:51,2004-05-08
242,297,2004-05-08 20:53:50,2004-05-08
297,242,2004-05-08 20:56:02,2004-05-08
68,598,2004-05-08 21:04:01,2004-05-08
809,884,2004-05-08 21:11:32,2004-05-08
283,766,2004-05-08 21:12:53,2004-05-08
283,32,2004-05-08 21:13:54,2004-05-08
504,400,2004-05-08 21:13:59,2004-05-08
32,283,2004-05-08 21:15:00,2004-05-08
809,884,2004-05-08 21:17:01,2004-05-08
852,400,2004-05-08 21:18:58,2004-05-08
283,260,2004-05-08 21:21:26,2004-05-08
283,32,2004-05-08 21:21:44,2004-05-08
603,814,2004-05-08 21:22:06,2004-05-08
603,814,2004-05-08 21:22:38,2004-05-08
283,823,2004-05-08 21:23:09,2004-05-08
220,400,2004-05-08 21:23:14,2004-05-08
800,766,2004-05-08 21:25:54,2004-05-08
915,874,2004-05-08 21:26:54,2004-05-08
278,27,2004-05-08 21:32:40,2004-05-08
212,352,2004-05-08 21:33:52,2004-05-08
242,297,2004-05-08 21:36:09,2004-05-08
400,220,2004-05-08 21:36:57,2004-05-08
915,224,2004-05-08 21:38:04,2004-05-08
400,852,2004-05-08 21:38:48,2004-05-08
586,598,2004-05-08 21:39:17,2004-05-08
400,504,2004-05-08 21:40:28,2004-05-08
309,212,2004-05-08 21:42:25,2004-05-08
297,242,2004-05-08 21:45:37,2004-05-08
19,862,2004-05-08 21:45:39,2004-05-08
27,278,2004-05-08 21:45:45,2004-05-08
513,834,2004-05-08 21:47:34,2004-05-08
686,873,2004-05-08 21:53:31,2004-05-08
852,400,2004-05-08 21:53:35,2004-05-08
873,711,2004-05-08 21:54:44,2004-05-08
194,234,2004-05-08 21:58:21,2004-05-08
492,835,2004-05-08 21:59:00,2004-05-08
504,400,2004-05-08 21:59:33,2004-05-08
492,835,2004-05-08 22:00:15,2004-05-08
194,687,2004-05-08 22:00:19,2004-05-08
194,847,2004-05-08 22:00:50,2004-05-08
9,569,2004-05-08 22:00:53,2004-05-08
194,296,2004-05-08 22:01:06,2004-05-08
569,9,2004-05-08 22:01:44,2004-05-08
194,422,2004-05-08 22:01:50,2004-05-08
194,99,2004-05-08 22:02:06,2004-05-08
194,823,2004-05-08 22:02:48,2004-05-08
194,400,2004-05-08 22:03:22,2004-05-08
194,199,2004-05-08 22:03:49,2004-05-08
834,513,2004-05-08 22:03:56,2004-05-08
194,283,2004-05-08 22:04:58,2004-05-08
834,862,2004-05-08 22:05:54,2004-05-08
834,168,2004-05-08 22:06:52,2004-05-08
609,598,2004-05-08 22:07:49,2004-05-08
715,784,2004-05-08 22:08:00,2004-05-08
884,194,2004-05-08 22:08:59,2004-05-08
183,41,2004-05-08 22:09:09,2004-05-08
509,364,2004-05-08 22:10:00,2004-05-08
509,513,2004-05-08 22:10:54,2004-05-08
509,707,2004-05-08 22:13:35,2004-05-08
183,620,2004-05-08 22:14:37,2004-05-08
711,400,2004-05-08 22:18:56,2004-05-08
711,873,2004-05-08 22:20:30,2004-05-08
768,704,2004-05-08 22:21:43,2004-05-08
768,801,2004-05-08 22:25:21,2004-05-08
799,400,2004-05-08 22:28:55,2004-05-08
183,916,2004-05-08 22:29:01,2004-05-08
768,34,2004-05-08 22:30:19,2004-05-08
437,625,2004-05-08 22:32:19,2004-05-08
768,214,2004-05-08 22:32:28,2004-05-08
206,194,2004-05-08 22:32:43,2004-05-08
282,34,2004-05-08 22:35:15,2004-05-08
482,555,2004-05-08 22:36:03,2004-05-08
482,901,2004-05-08 22:37:26,2004-05-08
621,194,2004-05-08 22:38:42,2004-05-08
841,704,2004-05-08 22:42:13,2004-05-08
525,865,2004-05-08 22:42:31,2004-05-08
282,9,2004-05-08 22:42:39,2004-05-08
599,41,2004-05-08 22:42:55,2004-05-08
599,400,2004-05-08 22:43:28,2004-05-08
679,841,2004-05-08 22:44:30,2004-05-08
768,72,2004-05-08 22:45:59,2004-05-08
679,221,2004-05-08 22:46:20,2004-05-08
768,586,2004-05-08 22:48:45,2004-05-08
212,309,2004-05-08 22:51:08,2004-05-08
704,768,2004-05-08 22:51:29,2004-05-08
768,593,2004-05-08 22:51:59,2004-05-08
242,297,2004-05-08 22:53:22,2004-05-08
212,303,2004-05-08 22:54:44,2004-05-08
768,704,2004-05-08 22:55:30,2004-05-08
67,601,2004-05-08 22:58:31,2004-05-08
212,639,2004-05-08 22:59:13,2004-05-08
67,917,2004-05-08 22:59:28,2004-05-08
474,679,2004-05-08 23:01:17,2004-05-08
704,768,2004-05-08 23:01:24,2004-05-08
835,492,2004-05-08 23:05:39,2004-05-08
679,474,2004-05-08 23:06:07,2004-05-08
686,873,2004-05-08 23:07:31,2004-05-08
621,598,2004-05-08 23:11:01,2004-05-08
621,598,2004-05-08 23:11:25,2004-05-08
297,242,2004-05-08 23:12:25,2004-05-08
841,679,2004-05-08 23:14:19,2004-05-08
724,523,2004-05-08 23:15:24,2004-05-08
474,679,2004-05-08 23:15:57,2004-05-08
679,474,2004-05-08 23:16:19,2004-05-08
679,841,2004-05-08 23:16:40,2004-05-08
474,679,2004-05-08 23:18:34,2004-05-08
679,474,2004-05-08 23:19:11,2004-05-08
474,679,2004-05-08 23:21:18,2004-05-08
626,737,2004-05-08 23:22:14,2004-05-08
586,768,2004-05-08 23:22:49,2004-05-08
679,474,2004-05-08 23:22:58,2004-05-08
474,679,2004-05-08 23:23:51,2004-05-08
194,183,2004-05-08 23:24:00,2004-05-08
212,480,2004-05-08 23:24:07,2004-05-08
183,242,2004-05-08 23:24:14,2004-05-08
679,474,2004-05-08 23:25:22,2004-05-08
103,831,2004-05-08 23:25:42,2004-05-08
194,183,2004-05-08 23:25:48,2004-05-08
474,679,2004-05-08 23:26:48,2004-05-08
454,181,2004-05-08 23:27:38,2004-05-08
679,474,2004-05-08 23:28:50,2004-05-08
103,874,2004-05-08 23:30:09,2004-05-08
474,679,2004-05-08 23:30:35,2004-05-08
103,765,2004-05-08 23:34:02,2004-05-08
242,325,2004-05-08 23:35:16,2004-05-08
915,626,2004-05-08 23:35:42,2004-05-08
687,194,2004-05-08 23:36:08,2004-05-08
242,297,2004-05-08 23:37:40,2004-05-08
183,916,2004-05-08 23:38:19,2004-05-08
72,768,2004-05-08 23:38:32,2004-05-08
183,644,2004-05-08 23:38:52,2004-05-08
325,242,2004-05-08 23:39:02,2004-05-08
834,874,2004-05-08 23:40:25,2004-05-08
103,72,2004-05-08 23:41:17,2004-05-08
199,858,2004-05-08 23:42:54,2004-05-08
242,325,2004-05-08 23:43:35,2004-05-08
297,242,2004-05-08 23:43:58,2004-05-08
103,841,2004-05-08 23:47:10,2004-05-08
389,41,2004-05-08 23:47:43,2004-05-08
389,640,2004-05-08 23:48:13,2004-05-08
841,103,2004-05-08 23:48:47,2004-05-08
389,640,2004-05-08 23:49:28,2004-05-08
389,242,2004-05-08 23:50:16,2004-05-08
103,841,2004-05-08 23:50:39,2004-05-08
389,194,2004-05-08 23:50:50,2004-05-08
876,212,2004-05-08 23:51:17,2004-05-08
389,830,2004-05-08 23:51:48,2004-05-08
325,242,2004-05-08 23:52:42,2004-05-08
72,103,2004-05-08 23:53:47,2004-05-08
103,72,2004-05-08 23:54:52,2004-05-08
765,362,2004-05-08 23:56:09,2004-05-08
874,103,2004-05-08 23:56:48,2004-05-08
242,325,2004-05-08 23:57:34,2004-05-08
768,72,2004-05-08 23:59:04,2004-05-08
72,103,2004-05-08 23:59:18,2004-05-08
103,72,2004-05-09 00:00:00,2004-05-09
103,874,2004-05-09 00:03:04,2004-05-09
396,770,2004-05-09 00:05:53,2004-05-09
72,768,2004-05-09 00:06:58,2004-05-09
396,254,2004-05-09 00:07:15,2004-05-09
72,103,2004-05-09 00:07:30,2004-05-09
396,400,2004-05-09 00:08:28,2004-05-09
276,903,2004-05-09 00:09:15,2004-05-09
189,712,2004-05-09 00:10:43,2004-05-09
103,72,2004-05-09 00:13:39,2004-05-09
72,103,2004-05-09 00:21:34,2004-05-09
103,72,2004-05-09 00:24:05,2004-05-09
103,686,2004-05-09 00:24:40,2004-05-09
51,525,2004-05-09 00:24:56,2004-05-09
189,712,2004-05-09 00:24:57,2004-05-09
242,389,2004-05-09 00:26:00,2004-05-09
194,325,2004-05-09 00:26:14,2004-05-09
768,72,2004-05-09 00:26:57,2004-05-09
103,72,2004-05-09 00:28:31,2004-05-09
72,103,2004-05-09 00:28:38,2004-05-09
513,509,2004-05-09 00:28:48,2004-05-09
72,768,2004-05-09 00:29:56,2004-05-09
214,768,2004-05-09 00:30:48,2004-05-09
918,708,2004-05-09 00:31:07,2004-05-09
72,103,2004-05-09 00:31:22,2004-05-09
74,598,2004-05-09 00:31:31,2004-05-09
103,72,2004-05-09 00:32:23,2004-05-09
74,874,2004-05-09 00:32:23,2004-05-09
72,103,2004-05-09 00:35:52,2004-05-09
768,72,2004-05-09 00:35:58,2004-05-09
74,513,2004-05-09 00:36:24,2004-05-09
103,72,2004-05-09 00:36:59,2004-05-09
375,194,2004-05-09 00:38:44,2004-05-09
525,51,2004-05-09 00:39:17,2004-05-09
375,296,2004-05-09 00:41:48,2004-05-09
474,346,2004-05-09 00:41:51,2004-05-09
189,712,2004-05-09 00:42:15,2004-05-09
474,719,2004-05-09 00:48:54,2004-05-09
484,770,2004-05-09 00:51:25,2004-05-09
484,400,2004-05-09 00:52:31,2004-05-09
422,194,2004-05-09 00:56:13,2004-05-09
72,768,2004-05-09 00:58:53,2004-05-09
555,482,2004-05-09 00:58:54,2004-05-09
72,103,2004-05-09 01:00:06,2004-05-09
621,819,2004-05-09 01:07:37,2004-05-09
768,621,2004-05-09 01:09:30,2004-05-09
786,785,2004-05-09 01:10:45,2004-05-09
189,712,2004-05-09 01:18:22,2004-05-09
823,400,2004-05-09 01:19:56,2004-05-09
768,586,2004-05-09 01:23:15,2004-05-09
823,548,2004-05-09 01:27:49,2004-05-09
194,296,2004-05-09 01:27:50,2004-05-09
309,823,2004-05-09 01:28:36,2004-05-09
704,919,2004-05-09 01:32:21,2004-05-09
51,525,2004-05-09 01:33:05,2004-05-09
309,913,2004-05-09 01:33:11,2004-05-09
309,848,2004-05-09 01:34:42,2004-05-09
357,379,2004-05-09 01:36:31,2004-05-09
517,400,2004-05-09 01:40:42,2004-05-09
517,570,2004-05-09 01:41:35,2004-05-09
517,438,2004-05-09 01:43:00,2004-05-09
342,598,2004-05-09 01:44:48,2004-05-09
296,375,2004-05-09 01:47:20,2004-05-09
174,260,2004-05-09 01:48:21,2004-05-09
296,781,2004-05-09 01:48:37,2004-05-09
174,260,2004-05-09 01:49:14,2004-05-09
809,242,2004-05-09 01:52:12,2004-05-09
103,379,2004-05-09 01:54:38,2004-05-09
679,474,2004-05-09 01:56:33,2004-05-09
920,103,2004-05-09 01:57:53,2004-05-09
32,375,2004-05-09 02:00:26,2004-05-09
220,103,2004-05-09 02:02:17,2004-05-09
830,389,2004-05-09 02:02:33,2004-05-09
920,103,2004-05-09 02:02:49,2004-05-09
830,468,2004-05-09 02:02:57,2004-05-09
338,454,2004-05-09 02:04:02,2004-05-09
830,598,2004-05-09 02:04:12,2004-05-09
525,51,2004-05-09 02:05:13,2004-05-09
920,103,2004-05-09 02:07:28,2004-05-09
103,495,2004-05-09 02:14:48,2004-05-09
495,400,2004-05-09 02:15:43,2004-05-09
920,103,2004-05-09 02:16:04,2004-05-09
535,440,2004-05-09 02:16:24,2004-05-09
495,41,2004-05-09 02:16:35,2004-05-09
495,103,2004-05-09 02:17:20,2004-05-09
103,920,2004-05-09 02:17:36,2004-05-09
454,338,2004-05-09 02:17:47,2004-05-09
103,495,2004-05-09 02:18:34,2004-05-09
920,103,2004-05-09 02:19:46,2004-05-09
103,920,2004-05-09 02:20:30,2004-05-09
882,921,2004-05-09 02:21:37,2004-05-09
882,921,2004-05-09 02:21:48,2004-05-09
882,226,2004-05-09 02:22:18,2004-05-09
194,498,2004-05-09 02:22:29,2004-05-09
